game,bluetop,bluetopgp,bluetopwr,bluetopkda,bluejungle,bluejunglegp,bluejunglewr,bluejunglekda,bluemid,bluemidgp,bluemidwr,bluemidkda,blueadc,blueadcgp,blueadcwr,blueadckda,bluesupport,bluesupportgp,bluesupportwr,bluesupportkda,redtop,redtopgp,redtopwr,redtopkda,redjungle,redjunglegp,redjunglewr,redjunglekda,redmid,redmidgp,redmidwr,redmidkda,redadc,redadcgp,redadcwr,redadckda,redsupport,redsupportgp,redsupportwr,redsupportkda,result
ESPORTSTMNT03/1752096,79,4,0.75,2.6,77,6,0.5,4.5,61,29,0.69,7.4,18,19,0.47,4.2,71,2,1.0,3.0,266,2,0.0,2.7,2,3,0.33,3.3,3,1,0.0,5.0,67,1,0.0,18.0,12,0,0.0,0.0,0
ESPORTSTMNT06/1580463,39,1,0.0,1.6,876,8,0.63,4.1,61,10,0.6,6.4,15,7,0.29,3.9,497,3,0.67,5.5,150,0,0.0,0.0,104,5,0.4,3.4,3,0,0.0,0.0,523,6,0.67,3.8,412,9,0.67,2.5,1
ESPORTSTMNT03/1762174,58,4,0.75,2.6,876,6,0.5,5.7,236,2,0.5,3.0,222,2,1.0,4.3,70,1,1.0,6.5,133,1,0.0,1.3,2,7,0.71,2.9,103,1,0.0,0.7,81,1,0.0,0.8,3,2,0.0,2.3,0
ESPORTSTMNT03/1762177,79,4,1.0,9.0,104,13,0.46,4.3,61,18,0.5,4.3,135,2,0.5,1.3,71,13,0.77,2.9,58,4,0.75,2.8,77,5,0.6,2.9,112,7,0.29,3.1,523,4,0.5,3.7,12,9,0.56,2.5,0
ESPORTSTMNT03/1762181,31,2,0.0,0.7,2,1,0.0,0.7,69,3,0.33,8.0,235,11,0.55,4.1,223,1,0.0,0.4,58,18,0.61,3.4,876,7,0.86,24.5,238,17,0.76,3.9,81,12,0.67,7.8,71,8,0.63,2.7,1
ESPORTSTMNT03/1762195,150,5,0.4,4.1,876,2,0.5,10.7,142,9,0.44,4.2,235,1,0.0,3.0,71,6,0.33,2.4,58,5,0.4,1.5,2,6,0.5,3.2,112,11,0.36,3.3,498,2,0.5,8.7,3,11,0.73,4.3,1
ESPORTSTMNT03/1762225,164,4,1.0,4.5,76,2,0.5,10.5,70,2,0.5,7.8,135,1,1.0,6.0,3,5,0.6,4.1,79,2,0.0,1.4,876,5,0.4,1.6,18,3,0.33,1.9,498,9,0.56,2.9,12,4,0.25,1.5,0
ESPORTSTMNT03/1762228,31,1,0.0,1.0,141,6,0.5,2.8,112,2,0.0,0.8,145,3,0.67,3.3,432,3,0.67,3.3,43,1,1.0,12.0,77,1,1.0,3.0,245,7,0.43,3.8,429,3,0.67,5.0,12,3,0.33,2.0,1
ESPORTSTMNT06/1580485,516,4,0.75,10.4,120,5,0.2,1.4,4,2,0.5,2.5,235,1,0.0,3.3,70,2,0.0,2.8,75,1,1.0,3.7,72,6,0.67,3.5,517,5,0.6,5.2,145,18,0.44,3.1,412,21,0.62,3.1,1
ESPORTSTMNT03/1762278,58,8,0.63,2.0,77,1,1.0,4.5,61,21,0.71,5.6,145,10,0.3,3.3,412,18,0.44,2.8,150,16,0.13,1.6,59,2,0.0,3.8,268,5,0.2,3.0,498,3,0.33,3.1,71,3,0.33,2.9,0
ESPORTSTMNT03/1752232,58,6,0.5,2.3,77,0,0.0,0.0,134,7,0.71,6.4,145,12,0.33,4.0,412,8,0.63,3.9,133,1,0.0,0.5,80,2,0.5,2.9,61,4,0.25,3.0,523,9,0.56,3.2,89,3,0.33,2.4,0
ESPORTSTMNT06/1580497,39,4,0.25,1.3,876,7,0.57,2.7,112,3,0.33,1.9,235,5,0.6,4.9,79,5,0.6,3.0,150,14,0.57,3.0,76,8,0.88,10.8,268,15,0.33,2.2,202,3,0.67,12.5,71,12,0.75,3.5,1
ESPORTSTMNT03/1762333,150,4,0.5,2.9,104,10,0.8,6.3,13,11,0.45,4.8,145,12,0.67,5.0,71,3,1.0,1.8,114,6,0.5,2.1,120,4,0.0,1.6,245,10,0.3,3.2,235,4,0.25,2.8,26,1,0.0,1.2,0
ESPORTSTMNT03/1762338,516,8,0.38,4.4,876,4,0.5,7.0,777,2,0.5,4.0,145,9,0.33,3.2,111,3,0.33,4.7,875,1,0.0,0.4,77,2,0.0,2.0,61,0,0.0,0.0,498,4,0.25,1.8,12,2,0.0,0.6,0
ESPORTSTMNT03/1752298,164,1,1.0,3.3,76,5,0.4,3.3,3,1,1.0,13.0,498,3,0.33,4.7,875,2,0.5,4.3,82,1,0.0,1.3,77,5,0.2,2.3,268,3,0.67,3.5,145,7,0.43,4.1,117,1,0.0,2.0,0
ESPORTSTMNT06/1580513,164,0,0.0,0.0,72,1,0.0,8.0,245,3,0.0,1.1,145,3,0.0,2.1,71,5,0.0,1.5,106,3,0.67,5.0,48,4,0.75,4.5,268,7,0.57,3.9,202,3,1.0,10.0,79,3,1.0,7.0,1
ESPORTSTMNT03/1752338,150,7,0.29,2.5,2,4,0.75,2.6,13,1,1.0,2.5,498,3,0.67,5.6,497,0,0.0,0.0,58,3,0.0,1.6,876,3,0.33,2.3,112,1,0.0,6.0,145,8,0.13,2.5,89,10,0.8,3.2,0
ESPORTSTMNT03/1752397,516,3,0.33,3.4,876,4,0.75,3.9,134,15,0.6,3.2,145,12,0.58,4.0,79,2,0.0,1.7,150,5,1.0,6.3,77,7,0.71,6.1,61,13,0.46,4.0,498,1,1.0,4.8,71,7,0.71,3.1,1
NA1/3790760786,429,2,1.0,10.0,76,22,0.68,8.8,4,16,0.88,4.4,235,15,0.93,7.8,223,26,0.54,2.5,150,34,0.68,3.5,120,14,0.57,3.5,61,19,0.42,3.0,81,34,0.53,3.7,432,3,0.33,4.3,0
NA1/3790820598,58,24,0.71,2.6,2,21,0.81,4.8,61,48,0.65,4.9,498,36,0.53,5.0,3,29,0.69,5.2,266,7,0.29,1.7,141,4,0.5,2.8,245,11,0.55,4.1,145,16,0.56,4.2,89,16,0.69,2.9,0
NA1/3790950220,98,13,0.77,4.3,2,17,0.71,5.2,134,13,0.62,3.4,145,0,0.0,0.0,432,0,0.0,0.0,164,11,0.55,2.5,104,17,0.41,3.2,13,27,0.44,3.5,498,9,0.44,3.5,12,8,0.5,3.4,0
NA1/3790761180,150,23,0.74,4.1,76,22,0.68,8.8,142,23,0.83,5.3,523,24,0.71,4.2,412,37,0.41,2.5,126,4,0.25,1.5,2,13,0.69,3.3,13,12,0.5,3.5,29,2,0.5,3.4,350,1,1.0,6.7,1
NA1/3790950720,164,11,0.55,2.5,876,15,0.53,4.2,42,10,0.3,2.4,235,10,0.5,5.0,57,11,0.64,3.6,98,13,0.77,4.3,120,12,0.5,3.5,112,7,0.57,5.1,145,0,0.0,0.0,432,0,0.0,0.0,1
NA1/3790990739,58,24,0.71,2.6,2,21,0.81,4.8,61,48,0.65,4.9,498,36,0.53,5.0,3,16,0.69,7.0,164,7,0.57,3.3,107,5,0.6,2.5,245,11,0.55,4.1,145,16,0.56,4.2,89,16,0.69,2.9,0
NA1/3790761638,150,23,0.74,4.1,2,28,0.71,4.5,142,23,0.83,5.3,523,24,0.71,4.2,412,37,0.41,2.5,79,14,0.5,3.1,876,22,0.64,3.9,18,1,0.0,1.0,21,7,0.43,2.3,12,11,0.55,5.5,0
ESPORTSTMNT03/1752558,150,12,0.42,2.0,876,10,0.4,2.7,112,16,0.38,4.2,523,20,0.4,2.9,412,30,0.5,2.7,41,26,0.77,3.8,141,5,0.6,2.1,134,54,0.7,5.0,145,35,0.77,5.3,59,1,0.0,1.2,0
ESPORTSTMNT03/1752579,516,5,1.0,7.0,141,5,0.6,2.1,134,54,0.7,5.0,429,32,0.56,4.0,71,8,1.0,3.9,164,12,0.67,3.5,876,10,0.4,2.7,112,16,0.38,4.2,135,14,0.57,3.7,12,37,0.46,2.2,0
ESPORTSTMNT03/1752582,126,12,0.5,2.1,876,10,0.4,2.7,112,16,0.38,4.2,135,14,0.57,3.7,71,12,0.42,2.2,62,6,0.33,2.6,76,23,0.83,6.1,134,54,0.7,5.0,145,35,0.77,5.3,12,32,0.75,3.6,1
ESPORTSTMNT03/1752600,80,1,1.0,1.6,77,5,0.4,4.8,142,31,0.52,3.9,18,9,0.44,4.6,12,11,0.45,2.9,164,7,0.57,3.1,2,18,0.39,2.3,4,5,0.4,4.5,145,23,0.22,2.3,71,5,0.6,2.5,0
ESPORTSTMNT03/1752678,41,4,0.0,1.3,77,11,0.45,3.2,268,31,0.45,3.5,145,23,0.22,2.3,12,33,0.45,3.0,150,11,0.27,2.1,876,11,0.27,2.7,61,20,0.45,4.5,429,11,0.36,3.0,497,7,0.57,4.2,1
ESPORTSTMNT03/1752738,41,15,0.53,3.6,876,8,0.25,2.3,112,15,0.47,3.2,67,8,0.63,3.6,71,6,0.33,1.5,6,3,0.33,4.3,77,3,0.67,5.8,268,6,0.5,4.3,202,3,0.67,6.2,12,0,0.0,0.0,1
ESPORTSTMNT06/1580539,43,15,0.6,2.8,86,9,0.78,4.3,61,8,0.5,3.8,523,6,0.67,5.5,412,18,0.83,5.4,266,1,0.0,1.0,104,4,0.5,2.3,268,2,0.0,1.0,145,6,0.17,1.9,117,1,0.0,0.7,0
ESPORTSTMNT06/1580551,164,2,0.0,1.8,121,4,0.25,4.2,517,7,0.43,2.2,145,6,0.17,1.9,71,1,0.0,0.8,58,14,0.71,3.2,876,3,0.67,4.9,69,5,0.2,2.0,21,11,0.91,6.2,12,7,0.71,3.3,1
ESPORTSTMNT03/1752809,516,4,0.25,1.6,104,4,0.5,2.5,268,4,0.25,2.1,145,8,0.5,4.4,12,4,0.25,1.5,517,2,0.0,1.8,2,6,0.33,2.9,70,4,0.5,3.4,235,9,0.44,4.8,111,33,0.61,4.1,0
ESPORTSTMNT06/1570653,79,3,0.67,1.6,104,12,0.33,3.0,70,1,1.0,21.0,498,6,0.33,2.4,12,2,0.5,5.4,58,9,0.33,2.2,876,6,0.5,2.9,777,2,0.5,3.2,81,14,0.5,4.6,71,6,0.33,3.2,0
ESPORTSTMNT06/1580563,106,6,0.67,3.9,59,6,0.5,2.6,112,4,1.0,6.5,145,11,0.45,3.0,89,6,0.67,2.4,114,6,0.67,2.7,876,1,0.0,2.3,236,8,0.88,4.2,235,12,0.58,4.4,12,7,0.14,2.4,0
ESPORTSTMNT03/1752834,164,5,0.8,2.6,876,7,0.29,4.9,61,6,0.67,8.0,223,1,1.0,10.0,235,1,1.0,11.0,516,7,0.0,1.2,76,2,0.5,10.5,112,3,0.33,6.0,145,8,0.5,2.9,71,4,0.0,1.1,0
ESPORTSTMNT06/1580567,875,12,0.75,2.6,77,2,0.5,4.5,4,2,0.5,3.4,81,14,0.5,3.4,71,6,0.17,1.4,150,2,0.5,3.6,72,6,0.67,3.8,42,14,0.5,6.4,235,3,0.67,6.3,223,8,0.75,5.6,1
ESPORTSTMNT03/1752849,266,7,0.29,1.5,72,4,0.0,1.1,61,5,0.6,3.7,235,7,0.14,3.4,223,1,0.0,3.0,80,5,0.8,2.2,104,12,0.5,5.5,268,8,1.0,6.1,22,6,0.33,2.8,43,5,0.6,3.7,1
ESPORTSTMNT03/1762813,150,16,0.13,1.6,77,2,0.0,1.2,61,12,0.58,3.8,15,3,0.0,2.5,71,3,0.33,2.9,126,9,0.78,3.7,56,11,0.64,3.2,517,9,0.44,3.1,135,3,0.67,5.0,79,4,1.0,13.0,1
ESPORTSTMNT03/1762819,106,2,1.0,14.0,120,4,1.0,10.8,61,3,0.67,2.0,498,10,0.6,4.6,89,1,1.0,6.0,150,6,0.5,3.2,2,5,0.8,7.4,112,1,0.0,0.7,145,5,0.4,2.4,497,10,0.6,5.3,0
ESPORTSTMNT06/1580574,518,2,0.5,1.3,28,1,0.0,8.0,39,1,0.0,1.2,523,3,0.67,4.2,412,21,0.48,3.2,31,2,0.5,3.9,104,12,0.58,6.1,43,8,0.63,8.2,81,22,0.77,6.7,53,5,0.8,2.8,1
ESPORTSTMNT03/1752944,516,12,0.75,4.3,120,5,0.2,3.3,69,8,0.13,3.8,235,8,0.5,4.9,223,7,0.29,2.7,150,4,0.25,4.1,876,0,0.0,0.0,268,9,0.44,2.5,523,3,0.67,3.6,412,0,0.0,0.0,1
EUW1/5100138889,150,2,0.5,5.2,120,5,0.4,4.4,61,3,0.33,5.3,145,3,0.0,4.6,111,2,0.5,7.2,114,0,0.0,0.0,79,2,0.5,2.2,268,10,0.2,1.9,523,0,0.0,0.0,412,8,0.13,1.3,1
ESPORTSTMNT06/1580575,58,7,0.29,1.9,120,17,0.47,3.2,142,6,0.5,6.5,429,22,0.59,3.8,71,16,0.56,2.6,266,5,0.4,4.8,72,24,0.83,3.9,13,21,0.71,5.5,145,22,0.73,4.7,3,8,0.75,6.3,1
ESPORTSTMNT03/1762891,516,13,0.54,3.6,876,5,0.2,3.7,236,3,0.33,5.0,202,6,0.67,6.4,71,3,0.33,1.5,14,4,0.25,1.3,120,4,0.75,6.3,142,5,0.6,3.8,145,25,0.72,4.9,875,2,0.5,2.8,1
ESPORTSTMNT06/1580577,875,7,0.86,2.8,77,6,0.17,1.8,8,9,0.78,5.3,523,2,0.5,4.1,412,36,0.67,3.6,150,10,0.7,4.4,876,6,0.83,5.3,134,10,0.8,3.9,145,16,0.63,3.8,53,2,0.5,3.8,1
ESPORTSTMNT03/1762926,150,3,0.33,2.6,2,5,0.2,1.8,134,8,0.25,4.9,498,7,0.43,2.7,111,5,0.2,1.1,79,2,0.5,2.4,876,3,0.33,2.3,268,5,0.4,3.1,145,8,0.13,2.5,89,10,0.8,3.2,1
ESPORTSTMNT03/1762933,79,5,0.8,7.7,876,11,0.82,5.5,777,2,1.0,10.5,145,3,1.0,10.3,12,6,0.83,9.2,86,1,0.0,1.0,72,2,0.0,1.5,268,5,0.2,2.8,498,3,0.0,1.0,201,1,0.0,2.3,0
ESPORTSTMNT03/1762934,58,18,0.61,3.4,876,7,0.86,24.5,39,26,0.73,3.0,81,12,0.67,7.8,201,12,0.67,4.4,150,1,0.0,1.0,76,2,0.5,6.8,875,0,0.0,0.0,67,1,0.0,1.3,12,2,0.0,0.6,0
ESPORTSTMNT03/1752994,164,6,0.5,2.1,876,7,0.43,2.6,3,7,0.29,5.7,523,11,0.73,4.8,12,9,0.22,2.1,58,15,0.33,1.7,2,5,0.6,3.1,61,7,0.57,5.0,498,8,0.63,6.3,71,7,0.57,1.7,1
ESPORTSTMNT06/1580588,58,7,0.57,3.4,77,3,0.67,7.0,268,10,0.6,3.9,22,6,0.5,5.3,875,2,0.5,2.0,150,8,0.38,1.7,876,4,0.5,3.5,42,6,0.67,4.4,235,4,0.75,6.3,79,7,0.57,3.7,0
ESPORTSTMNT03/1762980,79,2,0.5,1.5,120,3,0.33,2.6,134,3,0.33,1.5,135,3,0.33,5.2,71,3,0.33,2.6,164,14,0.36,2.1,876,2,0.5,2.9,126,2,0.5,2.3,145,18,0.39,3.4,89,5,0.2,0.9,0
ESPORTSTMNT03/1753038,31,1,0.0,2.0,77,3,0.0,1.6,134,0,0.0,0.0,235,5,0.4,9.4,223,6,0.33,2.7,43,1,1.0,4.0,113,3,0.67,6.6,268,14,0.64,4.2,222,6,0.17,2.9,412,15,0.73,4.1,1
ESPORTSTMNT03/1753050,79,5,0.0,2.1,876,8,0.63,3.0,236,2,0.0,1.6,81,12,0.5,3.6,43,7,0.57,8.5,58,4,0.5,3.7,77,8,0.63,4.5,1,10,0.4,3.6,235,4,0.5,5.3,89,18,0.83,4.6,1
ESPORTSTMNT06/1580591,58,1,0.0,0.8,876,5,0.4,2.6,161,3,0.33,2.8,235,5,0.2,3.6,223,6,0.67,5.4,266,11,0.82,5.4,77,12,0.42,3.8,268,4,0.5,4.1,523,22,0.82,6.7,70,1,1.0,18.0,1
ESPORTSTMNT03/1762990,516,2,1.0,8.0,36,2,1.0,14.0,268,5,0.8,15.8,22,4,1.0,9.2,70,2,0.5,4.7,164,1,0.0,0.3,77,1,0.0,1.0,134,4,0.5,2.2,202,2,0.0,2.8,12,2,0.5,3.5,0
ESPORTSTMNT03/1762992,150,9,0.78,3.7,77,12,0.5,5.3,61,0,0.0,0.0,81,19,0.58,4.1,497,17,0.65,3.3,266,3,0.33,3.7,104,3,0.33,4.0,268,8,0.38,3.8,43,3,0.33,8.3,89,10,0.5,2.7,0
ESPORTSTMNT06/1570675,516,3,0.0,1.8,77,3,0.33,3.6,268,1,0.0,2.7,523,7,0.43,2.7,12,7,0.29,2.2,150,10,0.7,3.2,876,6,0.67,8.9,61,8,0.38,1.9,202,5,0.4,3.7,79,6,0.67,3.5,1
ESPORTSTMNT03/1763022,58,18,0.33,3.1,876,4,0.75,9.0,39,12,0.5,3.5,235,4,0.25,4.1,223,16,0.44,2.9,106,2,0.5,2.7,76,31,0.71,6.3,268,5,0.4,3.2,81,29,0.31,4.6,201,6,0.33,2.4,0
ESPORTSTMNT03/1763121,14,4,0.5,3.8,2,4,0.5,2.6,4,3,0.33,4.2,429,4,0.75,4.0,79,2,0.0,1.7,517,3,0.33,1.7,104,11,0.64,3.0,69,3,1.0,7.2,145,4,0.75,5.0,71,8,0.5,2.3,1
ESPORTSTMNT03/1763126,79,8,0.75,4.2,121,1,1.0,3.2,268,32,0.53,3.4,21,8,0.5,4.0,71,8,0.5,2.8,41,43,0.7,5.2,163,5,0.0,1.7,4,15,0.53,3.2,145,36,0.58,5.0,12,11,0.55,5.5,0
ESPORTSTMNT03/1763131,266,10,0.7,3.2,2,8,0.75,7.1,142,15,0.4,4.2,145,27,0.74,6.8,71,5,0.6,3.1,516,2,0.0,1.0,876,4,0.25,1.9,268,1,0.0,0.4,523,3,0.33,2.0,43,4,0.25,2.9,0
ESPORTSTMNT03/1753217,39,2,1.0,3.0,77,0,0.0,0.0,61,5,0.8,10.0,202,2,1.0,29.0,412,8,0.63,3.9,150,7,0.29,2.5,120,5,0.2,2.7,70,1,0.0,5.0,523,3,0.33,2.3,111,0,0.0,0.0,0
ESPORTSTMNT03/1763196,14,13,0.77,6.8,203,8,0.63,2.3,3,5,0.8,8.0,235,2,0.5,7.3,79,3,0.67,4.2,518,2,0.5,0.9,72,8,0.63,3.8,18,2,0.0,1.8,523,13,0.54,2.3,412,13,0.77,5.5,0
ESPORTSTMNT03/1763219,92,10,0.6,2.4,2,5,0.6,2.4,268,32,0.53,3.2,429,3,0.33,1.7,412,19,0.63,4.6,164,10,0.7,3.9,876,6,0.33,3.2,236,6,0.67,3.5,145,36,0.53,4.5,71,5,0.2,1.5,0
ESPORTSTMNT03/1763332,79,14,0.36,2.6,876,10,0.2,2.9,875,3,0.67,4.6,135,10,0.2,3.0,71,14,0.43,2.6,58,0,0.0,0.0,72,2,0.5,1.4,268,22,0.64,3.2,523,20,0.6,5.2,412,5,0.6,2.0,0
ESPORTSTMNT03/1763351,79,8,0.38,3.6,163,3,1.0,5.4,58,5,0.8,5.3,145,47,0.62,4.2,3,4,0.5,2.5,14,7,0.43,3.4,876,10,0.2,2.9,875,3,0.67,4.6,135,12,0.33,3.2,12,18,0.33,2.9,0
ESPORTSTMNT03/1763358,79,14,0.36,2.6,48,30,0.43,3.4,134,12,0.58,2.1,135,12,0.33,3.2,71,14,0.43,2.6,58,37,0.76,5.0,72,2,0.5,1.4,112,10,0.4,4.4,145,47,0.62,4.2,12,7,0.86,3.8,1
ESPORTSTMNT03/1763374,82,11,0.73,3.0,104,9,0.33,2.4,112,26,0.62,4.7,498,34,0.62,6.3,71,7,0.43,2.2,58,26,0.77,4.2,76,30,0.6,4.9,268,14,0.71,4.8,145,40,0.5,4.3,89,13,0.69,2.7,1
ESPORTSTMNT03/1763434,58,26,0.77,4.2,76,30,0.6,4.9,268,85,0.61,4.6,81,2,0.5,1.6,3,11,0.64,2.7,133,5,0.4,2.3,876,7,0.43,4.4,875,5,0.2,2.0,145,24,0.25,3.2,79,8,0.0,1.3,0
ESPORTSTMNT06/1580623,58,16,0.38,2.7,876,5,0.6,3.0,84,1,1.0,2.8,523,5,0.6,3.6,412,17,0.76,4.1,516,0,0.0,0.0,163,3,0.33,6.4,39,1,0.0,3.0,498,4,0.5,4.9,497,1,0.0,3.8,0
ESPORTSTMNT06/1570713,516,10,0.4,2.9,104,11,0.73,5.0,134,10,0.8,3.9,145,16,0.63,3.8,111,23,0.52,2.7,114,8,0.38,2.5,121,9,0.44,3.2,268,15,0.33,2.3,15,7,0.71,4.6,71,3,0.67,3.9,0
ESPORTSTMNT03/1763568,31,9,0.44,2.6,2,4,0.25,1.3,112,9,0.33,4.3,235,8,0.38,5.9,223,4,0.75,4.6,106,3,0.67,3.8,876,1,0.0,1.0,268,7,0.43,1.8,523,11,0.36,5.8,412,31,0.61,4.9,0
ESPORTSTMNT03/1753566,79,2,0.5,3.2,427,2,0.5,21.0,777,5,0.2,2.3,22,1,0.0,1.7,117,2,0.0,2.7,150,9,0.33,4.1,104,5,0.2,3.3,134,8,0.5,3.9,235,7,0.29,3.6,201,1,1.0,5.0,1
ESPORTSTMNT06/1580691,41,1,0.0,8.0,104,4,0.5,2.3,4,5,0.2,3.3,235,3,0.0,1.1,3,3,0.33,1.6,106,9,0.56,3.2,121,6,0.83,4.8,38,9,0.78,6.3,145,11,0.45,3.0,89,6,0.67,2.4,1
ESPORTSTMNT06/1580700,777,1,1.0,2.7,76,8,0.88,10.8,13,19,0.74,4.9,145,24,0.67,4.6,89,3,0.33,2.5,150,0,0.0,0.0,104,9,0.56,4.4,38,0,0.0,0.0,235,4,0.0,4.0,3,1,0.0,3.0,0
ESPORTSTMNT03/1753659,58,2,0.5,2.3,876,0,0.0,0.0,268,9,0.44,2.5,145,18,0.44,3.6,44,0,0.0,0.0,41,2,0.5,1.9,2,16,0.38,2.4,13,11,0.27,2.0,67,4,0.25,2.1,71,5,0.0,1.9,0
ESPORTSTMNT03/1763630,150,6,0.33,1.6,76,6,0.33,4.4,13,8,0.38,2.6,67,4,0.25,1.6,71,11,0.55,3.0,54,1,1.0,15.0,120,10,0.8,8.2,112,12,0.75,6.2,235,7,0.57,5.2,12,15,0.73,4.6,1
ESPORTSTMNT06/1570780,106,3,0.33,1.6,2,3,1.0,10.0,268,3,0.33,2.9,145,3,0.67,3.7,53,2,1.0,4.8,266,5,0.4,2.7,59,1,0.0,1.4,112,3,0.0,1.0,523,15,0.27,2.2,412,12,0.42,2.6,0
ESPORTSTMNT06/1580736,516,15,0.67,5.7,2,21,0.57,3.2,236,3,0.67,3.5,202,7,0.43,5.8,79,3,1.0,3.3,54,2,0.5,9.0,104,2,0.5,19.0,61,12,0.58,3.8,15,3,0.0,2.5,12,2,0.5,1.6,0
ESPORTSTMNT06/1580747,54,2,0.5,2.5,2,4,0.75,3.1,61,20,0.65,3.9,145,19,0.47,3.7,111,4,0.75,2.3,517,2,0.0,2.0,77,6,0.17,1.8,163,19,0.68,3.4,498,6,0.5,3.7,12,12,0.5,3.6,0
ESPORTSTMNT03/1753744,150,5,1.0,8.8,77,8,0.63,4.5,42,14,0.64,7.1,523,8,0.38,2.8,412,15,0.53,3.0,106,4,0.5,3.4,876,7,0.43,2.6,101,6,0.5,7.5,145,10,0.8,5.8,111,9,0.44,2.2,0
ESPORTSTMNT06/1580758,48,1,1.0,5.0,72,5,0.8,6.6,268,7,0.57,3.9,235,7,0.71,4.4,223,7,0.71,4.1,79,3,0.67,1.6,141,1,0.0,1.7,134,10,0.4,2.9,81,3,0.0,1.6,412,5,0.4,2.5,0
ESPORTSTMNT06/1580778,150,10,0.2,1.9,86,9,0.78,4.3,112,9,0.67,3.7,67,3,0.67,3.7,79,7,0.43,1.7,117,1,0.0,1.4,120,1,0.0,1.6,13,5,0.4,2.5,145,2,0.5,4.2,89,16,0.31,2.6,0
ESPORTSTMNT06/1580779,150,12,0.5,2.4,163,5,0.6,4.2,126,4,0.5,4.7,202,5,0.4,4.1,12,7,0.29,2.8,875,9,0.56,2.9,245,1,1.0,5.0,39,26,0.73,3.0,81,12,0.67,7.8,71,8,0.63,2.7,1
ESPORTSTMNT06/1580789,79,2,0.5,1.2,104,12,0.5,2.3,38,15,0.53,4.7,145,14,0.5,4.6,12,5,0.4,2.1,266,5,0.4,4.8,876,9,0.67,5.0,61,11,0.64,7.4,202,3,0.33,3.9,875,7,0.57,3.1,0
ESPORTSTMNT03/1763801,106,2,0.0,0.8,120,4,0.25,2.8,268,7,0.29,3.8,81,4,0.25,3.3,89,2,0.5,3.2,164,7,0.57,1.6,77,4,0.5,7.6,245,9,0.44,3.7,498,20,0.65,5.7,497,2,0.5,4.6,1
ESPORTSTMNT03/1753864,516,6,0.5,5.8,56,2,0.5,3.8,61,4,0.25,1.6,145,9,0.33,3.2,12,7,0.29,2.1,150,7,0.86,5.7,876,0,0.0,0.0,245,5,1.0,7.6,498,4,1.0,9.4,71,10,0.6,3.5,1
ESPORTSTMNT03/1753884,41,32,0.63,5.2,2,14,0.57,3.3,268,20,0.55,4.3,70,2,0.5,2.7,12,13,0.31,2.5,13,5,0.8,6.1,77,7,0.86,12.0,18,5,1.0,6.5,135,2,0.5,4.0,71,3,0.67,2.8,1
ESPORTSTMNT06/1580800,41,10,0.4,2.2,876,5,0.2,2.0,43,9,0.22,2.6,523,5,0.6,3.5,201,2,0.0,2.1,58,9,0.33,2.2,76,11,0.73,4.4,236,4,0.75,6.0,145,12,0.5,4.7,89,7,0.57,2.9,1
ESPORTSTMNT03/1753915,58,8,0.63,2.0,163,8,0.63,4.0,268,8,0.38,2.0,523,2,0.5,3.7,412,18,0.44,2.8,79,2,0.5,1.5,876,3,0.0,1.3,236,0,0.0,0.0,21,1,0.0,0.8,111,2,0.5,2.7,0
ESPORTSTMNT03/1763849,79,3,0.67,3.8,163,4,1.0,4.9,4,10,0.6,4.1,145,13,0.54,5.8,497,6,0.83,9.1,58,6,0.83,9.3,876,1,0.0,1.8,84,2,0.5,2.2,429,6,0.17,2.5,71,9,0.44,2.0,0
ESPORTSTMNT06/1580803,164,10,0.8,3.2,876,4,0.5,3.5,126,8,0.75,3.9,70,2,0.5,5.0,89,14,0.86,3.7,106,1,0.0,0.4,421,8,0.5,3.5,142,24,0.42,4.6,21,16,0.44,3.1,111,17,0.35,1.8,0
ESPORTSTMNT03/1763858,150,5,0.2,1.9,72,12,0.67,5.4,268,16,0.5,3.5,135,2,1.0,19.0,71,3,0.67,3.8,427,1,0.0,0.5,876,5,0.6,3.6,777,1,0.0,1.5,22,2,0.0,2.3,201,7,0.29,1.4,0
ESPORTSTMNT03/1763883,516,1,0.0,1.8,56,1,0.0,0.6,268,14,0.64,4.2,222,6,0.17,2.9,412,15,0.73,4.1,266,16,0.63,3.8,876,8,1.0,8.5,18,5,0.6,5.3,235,6,0.17,3.2,223,7,0.43,3.9,1
ESPORTSTMNT06/1580808,58,7,0.57,3.4,77,3,0.67,7.0,61,20,0.6,5.7,523,6,0.67,4.4,412,18,0.5,3.2,150,1,0.0,1.0,2,11,0.27,2.2,112,12,0.25,2.4,21,3,0.67,13.3,71,6,0.17,1.3,0
ESPORTSTMNT03/1763993,79,5,0.6,2.0,876,1,1.0,14.0,236,4,0.75,2.9,145,3,0.67,2.7,497,0,0.0,0.0,106,5,0.4,1.5,120,3,0.33,1.2,112,0,0.0,0.0,15,1,0.0,1.0,71,5,0.2,1.6,0
NA1/3793263834,62,4,0.25,3.3,141,8,0.63,3.1,61,3,0.67,1.9,235,2,0.5,4.1,223,1,0.0,0.9,106,2,0.5,2.7,104,4,0.75,8.1,268,0,0.0,0.0,63,1,1.0,2.4,412,2,0.5,3.7,1
NA1/3793294391,266,6,0.5,2.2,77,2,1.0,5.0,134,8,0.63,2.6,145,7,0.57,3.9,412,11,0.55,3.1,106,2,0.5,2.7,98,1,0.0,1.0,115,1,0.0,2.3,236,1,0.0,1.3,53,1,0.0,0.6,0
